o_apple_key,o_opendb_key,o_flag,apple_id,apple_Artist,apple_Track,apple_Album,apple_Track_Explicitness,apple_Album_Year,apple_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
A792,B6203,False,A792,Chris Young,Who I Am With You,A.M.,notExplicit,2013,193015,B6203,The City Dogs,What Is It With You,Volume Three,Explicit,2018,196000
A9661,B6755,False,A9661,Greta Van Fleet,You're the One,Anthem of the Peaceful Army,notExplicit,2018,266936,B6755,Maria Mena,You're the Only One,You're the only one,notExplicit,2004,165000
A9101,B7351,False,A9101,blink-182,Pretty Little Girl,Dogs Eating Dogs - EP,notExplicit,2012,260154,B7351,Vybz Kartel,Pretty Little House,Pretty Little House,Explicit,2014,188000
A8052,B8282,False,A8052,Chris Stapleton,When I'm with You,Starting Over,notExplicit,2020,223931,B8282,Anthony Molinaro,When I'm Sixty Four,"Here, There and Everywhere",notExplicit,2014,295000
A8472,B8535,False,A8472,Michael Jackson,Slave to the Rhythm,XSCAPE (Deluxe),notExplicit,2014,255985,B8535,Workout Dance Factory,Run to the Rhythm,40 Track Essential Fitness Motivation Compilation,notExplicit,2019,190000
A5276,B9599,False,A5276,Michael Bublé,Who's Lovin' You,To Be Loved,notExplicit,2013,176029,B9599,Smooth Jazz All Stars,When I'm Lovin' You,Smooth Jazz Tribute to the Best of Kem,notExplicit,2014,202000
A5125,B9994,False,A5125,John Mayer,On the Way Home,Paradise Valley,notExplicit,2013,237361,B9994,Andrew Galucki,I Know the Way Home,I Know the Way Home,notExplicit,2017,202000
A1655,B10864,False,A1655,Martin Garrix & Bebe Rexha,In the Name of Love,In The Name Of Love - Single,notExplicit,2016,198815,B10864,Dan Musselman,By the Way of Love,Piano Prayer: Healing Rain,notExplicit,2022,240000
A4159,B11398,False,A4159,Carrie Underwood,Wheel of the World,Carnival Ride,notExplicit,2007,282013,B11398,IDOLiSH7,Pieces of The World,"IDOLiSH7 the Movie LIVE 4bit Compilation Album ""BEYOND THE PERiOD"" [DAY 1]",notExplicit,2023,295000
A7158,B11741,False,A7158,Lil Jon & The East Side Boyz,Lovers and Friends,Crunk Juice,explicit,2004,260600,B11741,DJ Garth,Cowboys and Friends,The Gunslinger Tales,notExplicit,2016,196000
A792,B11757,False,A792,Chris Young,Who I Am With You,A.M.,notExplicit,2013,193015,B11757,Tammy Wynette,What I Had With You,One of a Kind,notExplicit,1977,158000
A4530,B12887,False,A4530,Sia,Eye of the Needle,1000 Forms of Fear,notExplicit,2014,248747,B12887,Metallica,Eye of the Beholder,The Metallica Collection,notExplicit,2014,391000
A9596,B13618,False,A9596,Eagles,Hole In the World,The Very Best of Eagles,notExplicit,2003,256939,B13618,María Conchita Alonso,Lonely Is the World,The Witch,notExplicit,2023,264000
A9545,B14433,False,A9545,Feist,Fire in the Water,"The Twilight Saga: Breaking Dawn, Pt. 2 (Original Motion Picture Soundtrack)",notExplicit,2012,150766,B14433,My Son the Hurricane,Poison in the Water,Cashing a Dead Man's Cheque,notExplicit,2013,212000
A7451,B15176,False,A7451,Ruelle,I Get to Love You,I Get to Love You - Single,notExplicit,2016,239362,B15176,Dennis The Fox,I Want to Leave You,Mother Trucker,notExplicit,2017,262000
A1655,B15667,False,A1655,Martin Garrix & Bebe Rexha,In the Name of Love,In The Name Of Love - Single,notExplicit,2016,198815,B15667,Oöphoi,In the Wake of Kere,Mare Tranquillitatis,notExplicit,2004,739000
A2275,B10093,False,A2275,Paramore,Misery Business,Riot!,notExplicit,2007,211475,B10093,John Lyons Band,Monkey Business,Natural Blues,notExplicit,2007,280000
A786,B10234,False,A786,Alice In Chains,Man In the Box,Greatest Hits,explicit,1990,287627,B10234,Wig Wam,Man In The Moon,Non Stop Rock'n Roll,notExplicit,2009,240000
A4861,B10390,False,A4861,Future,Kno the Meaning,DS2 (Deluxe),explicit,2015,225240,B10390,Mitch Davis,In the Morning,The Haunt,notExplicit,2022,271000
A1995,B10711,False,A1995,Taylor Swift,Cornelia Street,Lover,notExplicit,2019,287267,B10711,"Clarence ""frogman"" Henry",Lonely Street,"Clarence ""Frogman"" Henry Greatest Hits",notExplicit,2015,136000
A1277,B10907,False,A1277,Toby Keith,I Love This Bar,35 Biggest Hits,notExplicit,2003,333453,B10907,Savella,I Like This Way,Learning to Feel,notExplicit,2023,172000
A9867,B11253,False,A9867,Chris Stapleton,Nobody to Blame,Traveller,notExplicit,2015,244149,B11253,Disrupt,No One to Blame,The Rest,Explicit,2007,81000
A3284,B11532,False,A3284,Van Morrison,Into the Mystic,Original Album,notExplicit,1970,207886,B11532,Hot Style 76,In the Music,In the Music,notExplicit,2022,411000
A5275,B11587,False,A5275,Seals & Crofts,Summer Breeze,Rhino Hi-Five: Seals & Crofts - EP,notExplicit,1972,205480,B11587,Jazz Lounge,Summer Barbecue,Restaurant Delicious Melody - Restaurant Background Instrumental Music Perfect for Fine Dining,notExplicit,2020,215000
A1995,B11870,False,A1995,Taylor Swift,Cornelia Street,Lover,notExplicit,2019,287267,B11870,Bobby Bare,Lonely Street,"The Mercury Years, Vol. 3",notExplicit,2015,146000
A1995,B12032,False,A1995,Taylor Swift,Cornelia Street,Lover,notExplicit,2019,287267,B12032,Lee Boram,Lonely Street,Lonely Street,notExplicit,2017,183000
A1397,B12097,False,A1397,Fleetwood Mac,Say You Love Me,Greatest Hits,notExplicit,1975,249947,B12097,Martin Taylor,Do You Love Me?,1: Am,notExplicit,2020,278000
A4861,B12203,False,A4861,Future,Kno the Meaning,DS2 (Deluxe),explicit,2015,225240,B12203,Koryn Hawthorne,In the Morning,On God (Deluxe),notExplicit,2024,154000
A5275,B12211,False,A5275,Seals & Crofts,Summer Breeze,Rhino Hi-Five: Seals & Crofts - EP,notExplicit,1972,205480,B12211,Instrument Jazz Music Ambient,Summer Barbecue,Restaurant Delicious Melody - Restaurant Background Instrumental Music Perfect for Fine Dining,notExplicit,2020,215000
A3170,B12364,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B12364,Lotta Engberg,You're My World,Lotta & Christer,notExplicit,2012,161000
A9949,B13345,False,A9949,Vertical Horizon,You're a God,Everything You Want,notExplicit,1999,218760,B13345,Narada Michael Walden,You're Soo Good,Gimme Gimme Gimme,notExplicit,2019,366000
A3170,B13509,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B13509,Hakaisu,You're My World,001,notExplicit,2018,110000
A3067,B13702,False,A3067,Luke Combs,Better Together,What You See Is What You Get,notExplicit,2019,217573,B13702,Vicky Steamboat,Better Wetter,Better Wetter,Explicit,2023,85000
A3188,B13746,False,A3188,Britney Spears & Iggy Azalea,Pretty Girls,Pretty Girls - Single,notExplicit,2015,163952,B13746,Baby Queen,Pretty Girl Lie,Medicine,Explicit,2020,219000
A967,B14236,False,A967,Rob Thomas,Her Diamonds,Cradlesong (Bonus Track Version),notExplicit,2009,279967,B14236,Tania Zygar,We Are Diamonds,Explode,notExplicit,2017,245000
A3067,B14391,False,A3067,Luke Combs,Better Together,What You See Is What You Get,notExplicit,2019,217573,B14391,Glen Ricks,Closer Together,Fall In Love,notExplicit,1992,213000
A4861,B14589,False,A4861,Future,Kno the Meaning,DS2 (Deluxe),explicit,2015,225240,B14589,Skin Yard,In the Morning,Start at the Top,notExplicit,2001,222000
A1256,B14614,False,A1256,Jackson 5,I Want You Back,The Essential Michael Jackson,notExplicit,1969,179414,B14614,Pathological Enemy Lies,I Want You Here,Red Alert,notExplicit,2019,76000
A4589,B14672,False,A4589,Sugar Ray,When It's Over,The Best of Sugar Ray,notExplicit,2001,218333,B14672,Dr. Dundiff,When It's Sweet,When It's Sweet,notExplicit,2020,161000
A4861,B15048,False,A4861,Future,Kno the Meaning,DS2 (Deluxe),explicit,2015,225240,B15048,Big Head Todd & The Monsters,In the Morning,Strategem,notExplicit,1994,237000
A5758,B15083,False,A5758,Elvis Presley,Little Sister,The Essential Elvis Presley,notExplicit,1961,153007,B15083,The A's,Little Mistakes,Woman's Got the Power,notExplicit,1981,333000
A2275,B15511,False,A2275,Paramore,Misery Business,Riot!,notExplicit,2007,211475,B15511,FUNBOX,Monkey Business,Jungle Party,notExplicit,2020,258000
A2348,B15554,False,A2348,Pretty Ricky,On the Hotline,Late Night Special (Deluxe Version),cleaned,2006,239333,B15554,All Tomorrow's Songs,On the Hillside,Suspended Red Lights,notExplicit,2019,172000
A1910,B15564,False,A1910,Leighton Meester,Summer Girl,Country Strong (More Music from the Motion Picture),notExplicit,2010,202628,B15564,Mistah F.A.B.,Summer Hot Girl,Hella Ratchet 2,Explicit,2019,174000
A4861,B15676,False,A4861,Future,Kno the Meaning,DS2 (Deluxe),explicit,2015,225240,B15676,Marron D Cassell,In the Morning,Today Is My Day,notExplicit,2017,325000
A946,B15963,False,A946,Ed Sheeran,What Do I Know?,÷ (Deluxe),notExplicit,2017,237333,B15963,Cryogeyser,What I Know,timetetheredtogether,notExplicit,2021,244000
A7321,B16041,False,A7321,Leo Sayer,When I Need You,The Very Best of Leo Sayer,notExplicit,1996,251733,B16041,Jazz Trio,When I Have You,Good Friday Blues,notExplicit,2011,391000
A3960,B16526,False,A3960,Colin Hay,Overkill (Acoustic Version),Man @ Work,notExplicit,2003,225853,B16526,Switch,Better View (Acoustic Version),Better View (Deluxe),notExplicit,2022,171000
A5263,B16539,False,A5263,The Lumineers,In the Light,Cleopatra (Deluxe),notExplicit,2016,231868,B16539,Jozi,In the Midnight,Wild Life,notExplicit,2010,192000
A1738,B16692,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B16692,Procol Harum,Beyond the Pale,Exotic Birds and Fruit,notExplicit,1974,187000
A1067,B16980,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B16980,Henry Jackman,End of the Line,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),notExplicit,2014,172000
A1067,B16982,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B16982,Adrian Borland,End of the Line,Lovefield: Neon and Stone,notExplicit,2021,306000
A999,B17053,False,A999,Mario,Let Me Love You,Turning Point,notExplicit,2004,249093,B17053,Pop Talk,Let Me Hear You,Part Two,notExplicit,2018,195000
A3999,B17057,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B17057,Tony Ronald,I Love You Baby,Todo lo Mejor,notExplicit,2003,167000
A1067,B17402,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B17402,Mom’s Rocket,End of the Line,Red,Explicit,2013,211000
A3999,B17476,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B17476,Lightnin' Hopkins,I Love You Baby,Rockin' At Herald,notExplicit,2008,148000
A3999,B17750,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B17750,Engin Matis,I Love You Baby,I Love You Baby,notExplicit,2020,179000
A881,B17776,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B17776,Amos Lee,Out of the Cold,Amos Lee: Live from the Artists Den,notExplicit,2013,171000
A999,B17794,False,A999,Mario,Let Me Love You,Turning Point,notExplicit,2004,249093,B17794,Lee Wall,Let Me Tell You,Let Me Tell You,notExplicit,2019,170000
A3999,B18004,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B18004,TroyAdamz,I Love You Baby,Moments Like This,notExplicit,2024,80000
A999,B18008,False,A999,Mario,Let Me Love You,Turning Point,notExplicit,2004,249093,B18008,D.RIMson,Let Me Show You,Let Me Show You,notExplicit,2021,180000
A1997,B18171,False,A1997,Toby Keith,Who's That Man,35 Biggest Hits,notExplicit,1994,212253,B18171,Soul'd Out Quartet,Who Is This Man,Blessed,notExplicit,2009,212000
A3999,B18276,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B18276,Jimmy Reed,I Love You Baby,Mr. Luck: The Complete Vee-Jay Singles,notExplicit,2017,166000
A1254,B18475,False,A1254,Michael Jackson,Got to Be There,The Essential Michael Jackson,notExplicit,1971,203297,B18475,Gotthard,Got to Be Love,Open,notExplicit,1999,255000
A1031,B18495,False,A1031,Carter Burwell,Bella's Lullaby,Twilight (Original Motion Picture Soundtrack),notExplicit,2008,138720,B18495,David Jack,Mama's Lullaby,Snuggle up Cozy,notExplicit,1998,240000
A8461,B18559,False,A8461,Cody Johnson,Me and My Kind,Cowboy Like Me (Bonus Track Version),notExplicit,2014,156200,B18559,The Chicken Squad - Cast,Me and My Chiki,Disney Junior Music: The Chicken Squad,notExplicit,2021,84000
A1254,B18584,False,A1254,Michael Jackson,Got to Be There,The Essential Michael Jackson,notExplicit,1971,203297,B18584,First Signal,Got to Believe,Closer to the Edge,notExplicit,2022,288000
A1738,B18638,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B18638,Imminence,Beyond the Pale,The Black,notExplicit,2024,254000
A7429,B18640,False,A7429,Miguel,Simple Things,Wildheart (Deluxe),notExplicit,2015,196023,B18640,Deep Sleep Music Masters,Simple Thoughts,"Sleep Music (Delta Waves – Relaxing Music to Help You Sleep, Calm Background for Sleeping, Meditation & Relax)",notExplicit,2019,213000
A9671,B18717,False,A9671,Kirk Franklin,A God Like You,Hello Fear,notExplicit,2011,378200,B18717,Aretha Franklin,Nobody Like You,Mellow Songs,notExplicit,2023,144000
A1067,B19072,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B19072,Jesper Munk,End of the Line,Taped Heart Sounds,notExplicit,2022,102000
A881,B19112,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B19112,Trolls Cottage,Out of the Rain,Take Some Time Away,notExplicit,2004,140000
A1067,B19201,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B19201,Murder by Death,End of the Line,"Who Will Survive, and What Will Be Left of Them?",notExplicit,2003,544000
A881,B19398,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B19398,Splurgeboys,Out of the Pan,Out of the Pan,Explicit,2018,273000
A1738,B19400,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B19400,Lightworker,Beyond the Pale,Fury by Failure,notExplicit,2020,236000
A881,B19618,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B19618,Motörhead,Out of the Sun,Sacrifice,notExplicit,1995,224000
A3965,B19710,False,A3965,Cole Swindell,I Just Want You,Cole Swindell,notExplicit,2014,236167,B19710,Janine Price,I Just Love You,Bring Me Back,notExplicit,2018,240000
A3965,B19737,False,A3965,Cole Swindell,I Just Want You,Cole Swindell,notExplicit,2014,236167,B19737,Michał Urbaniak,I Just Love You,Sax Love,notExplicit,2005,340000
A1067,B19770,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B19770,Gulf Stream Riders,End of the Line,End of the Line,notExplicit,2019,198000
A1738,B19793,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B19793,Nina Keali'iwahamana,Beyond The Reef,Nina,notExplicit,2003,200000
A1067,B19804,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B19804,Desolated,End of the Line,Fear of Life,notExplicit,2013,182000
A5876,B20032,False,A5876,Clint Black,Like the Rain,Greatest Hits,notExplicit,1996,262400,B20032,Michael E,I Love the Rain,The Universe Is in Us,notExplicit,2019,342000
A3999,B20084,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B20084,Cleison Vieira,I Love You Baby,Xoteando,notExplicit,2023,179000
A999,B20107,False,A999,Mario,Let Me Love You,Turning Point,notExplicit,2004,249093,B20107,Masanori Ikeda,Let Me Love,Quarterback,notExplicit,1987,313000
A3999,B20270,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B20270,Henry Freitas,I Love You Baby,Tudo Vira Terapia,notExplicit,2024,154000
A1067,B20279,False,A1067,One Direction,End of the Day,Made In The A.M. (Deluxe Edition),notExplicit,2015,194973,B20279,Chatham County Line,End of the Line,Wildwood,notExplicit,2010,247000
A3999,B20402,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B20402,Brownie McGhee,I Love You Baby,Folk Songs Of Sonny Terry & Brownie McGhee,notExplicit,2012,121000
A1426,B20634,False,A1426,One Direction,Nobody Compares,Take Me Home (Yearbook Edition),notExplicit,2012,211293,B20634,OB Stink,Nobody Cared,War Stories,Explicit,2020,231000
A3955,B20678,False,A3955,Tenth Avenue North,Hold My Heart,Over and Underneath (Bonus Video Version),notExplicit,2007,236827,B20678,Xicors,Follow My Heart,Follow My Heart,notExplicit,2023,202000
A3999,B20791,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B20791,Paul Anka,I Love You Baby,Diana,notExplicit,2019,133000
A1738,B21498,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B21498,Bandai Namco Game Music,Beyond the Dawn,TALES OF ARISE - Beyond the Dawn Original Soundtrack,notExplicit,2023,98000
A3999,B21502,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B21502,Alcymar Monteiro,I Love You Baby,Forró do Povo,notExplicit,2021,224000
A1277,B21545,False,A1277,Toby Keith,I Love This Bar,35 Biggest Hits,notExplicit,2003,333453,B21545,MONKEY BGM,I Love This,RELAXING JAZZ,notExplicit,2022,407000
A1738,B21629,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B21629,"10,000 Maniacs",Beyond the Blue,The Earth Pressed Flat,notExplicit,1999,198000
A881,B21654,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B21654,Cavendish Music,Out of the Box,"Original & Quirky, Vol. 4",notExplicit,2018,217000
A881,B21946,False,A881,Fun.,Out on the Town,Some Nights,notExplicit,2012,261427,B21946,Tony Joe White,Out of the Rain,Closer to the Truth,notExplicit,1991,273000
A1738,B22078,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B22078,Teresa Bright,Beyond The Reef,Tropic Rhapsody,notExplicit,2008,203000
A2655,B22084,False,A2655,Shinedown,Breaking Inside,The Sound of Madness (Bonus Track Version),notExplicit,2008,229427,B22084,Tenebrarum,Broken Inside,Voces de Invierno,notExplicit,2014,220000
A1738,B22582,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B22582,Sergeant Tom,Beyond the Mist,Mistfall (Original Star Stable Soundtrack),notExplicit,2017,187000
A1254,B22877,False,A1254,Michael Jackson,Got to Be There,The Essential Michael Jackson,notExplicit,1971,203297,B22877,Apostle J.L. Cash & Praise,Got to Believe,I Need to Hear from You,notExplicit,2007,325000
A3999,B23219,False,A3999,Sonny & Cher,I Got You Babe,The Beat Goes On - The Best of Sonny & Cher,notExplicit,1965,193840,B23219,Sonny Terry & Brownie McGhee,I Love You Baby,Folk Songs Of Sonny Terry & Brownie McGhee,notExplicit,2012,121000
A8531,B10819,False,A8531,Zapp & Roger,I Want to Be Your Man,Zapp & Roger: All the Greatest Hits,notExplicit,1987,249867,B10819,Elia,I Want to Be a Cat,Bad Boy,notExplicit,2016,163000
A702,B10972,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B10972,TB Miit Gang,I Know,Real Rollin' Real Gangy,Explicit,2017,203000
A9246,B11069,False,A9246,Fantasia,When I See U,Fantasia,notExplicit,2006,217347,B11069,Dyce Payso,When I Wake Up,Fame & Money,notExplicit,2016,216000
A702,B11078,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B11078,Dada Yute,I Know,Mensagem Real,notExplicit,2012,226000
A3342,B11096,False,A3342,Ciara,Goodies,Goodies,notExplicit,2004,223000,B11096,Yung N.U.,Bodies,Party Casual,Explicit,2023,129000
A1738,B11122,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B11122,Healing Rain Sound Academy,By the Sea,"Rain Sounds to Relax – New Age Relaxing Music, Healing Water Waves, Rainfall",notExplicit,2016,254000
A962,B11146,False,A962,Mike Posner,Cooler Than Me,31 Minutes to Takeoff,notExplicit,2010,213242,B11146,Persönal Crisis,Better Than Me,Wasted Days,notExplicit,2022,234000
A3170,B11226,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B11226,Ike & Tina Turner,You're My Baby,You're My Baby,notExplicit,2018,143000
A3170,B11238,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B11238,Ike & Tina Turner,You're My Baby,The Soul of Ike and Tina,notExplicit,2012,143000
A702,B11272,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B11272,XanMan,I Know,Broken,Explicit,2019,117000
A8689,B11273,False,A8689,Van Halen,You Really Got Me,Van Halen,notExplicit,1978,156189,B11273,Sister Sledge,If You Really Want Me,The Studio Album Collection: 1975 - 1985,notExplicit,2014,279000
A4038,B11288,False,A4038,for KING & COUNTRY,God Only Knows,Burn The Ships,notExplicit,2018,229760,B11288,Dion,No One Knows,Presenting,notExplicit,1959,158000
A4351,B11433,False,A4351,Brad Paisley,Little Moments,Mud On the Tires,notExplicit,2003,219229,B11433,Zitten,Little Forest,Little Forest,notExplicit,2021,211000
A3756,B11444,False,A3756,Tenth Avenue North,Love Is Here,Over and Underneath (Bonus Video Version),notExplicit,1998,241307,B11444,Florence + the Machine,Heaven Is Here,Under Heaven Over Hell,notExplicit,2023,112000
A702,B11586,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B11586,이영식,I Know,Lee Young Sik Solo,notExplicit,1978,186000
A3461,B11619,False,A3461,Cody Simpson,All Day,4 U - Ep,notExplicit,2010,187053,B11619,Webbie,All My,Trill Entertainment Presents: Trill Fam - Respect Is A Must,Explicit,2016,222000
A3170,B11694,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B11694,The Wishing Stars,You're Welcome,You're Welcome - Songs from Disney's Moana,notExplicit,2018,157000
A4117,B11759,False,A4117,Victoria Justice & Victorious Cast,You're the Reason,Victorious (Music from the Hit TV Show) [feat. Victoria Justice],notExplicit,2011,173573,B11759,Velvet Insane,You're the Revolution,Rock 'n' Roll Glitter Suit,notExplicit,2021,259000
A4493,B11909,False,A4493,Alice Cooper,Poison,Alice Cooper Classicks,notExplicit,1989,269600,B11909,Chris Rock,Prisons,Born Suspect,Explicit,2010,166000
A5472,B11924,False,A5472,Sia,House On Fire,This Is Acting,notExplicit,2016,241120,B11924,They Might Be Giants,You're on Fire,Nanobots,notExplicit,2013,162000
A6262,B12007,False,A6262,Lukas Graham,You're Not There,Lukas Graham,notExplicit,2015,202893,B12007,Nikki Gil,If You're Not The One,Hear My Heart,notExplicit,2008,252000
A702,B12079,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B12079,EDM Hits Now!,I Know,Drum & Bass Assault,notExplicit,2013,234000
A2753,B12099,False,A2753,Marc Anthony,I Need to Know,Marc Anthony,notExplicit,1999,227707,B12099,BAD HABIT Sweden,I Want to Know,Hearsay (Re-Mastered),notExplicit,2005,196000
A3542,B12112,False,A3542,Ray LaMontagne,Let It Be Me,Gossip In The Grain (Expanded Edition),notExplicit,2008,280227,B12112,Rob Riccardo,Let It Breathe,The Calm Within,notExplicit,2017,216000
A4790,B12159,False,A4790,Chicago,Lowdown,The Very Best of Chicago: Only the Beginning,notExplicit,1971,215093,B12159,Lilly Winwood,London,Silver Stage,notExplicit,2017,216000
A4393,B12215,False,A4393,Staind,For You,Break the Cycle,explicit,2001,206200,B12215,Torul,Do You,In Whole,notExplicit,2011,237000
A1338,B12239,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B12239,Zakes Bantwini,Do You (Instrumental),Do You,notExplicit,2013,388000
A3170,B12253,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B12253,Ric Hassani,You're My Baby,The Prince I Became,notExplicit,2021,146000
A6390,B12254,False,A6390,Leon Bridges,Smooth Sailin',Coming Home,notExplicit,2015,187440,B12254,Self Against City,Smooth Silver,Telling Secrets To Strangers,notExplicit,2006,158000
A3170,B12379,False,A3170,Billy Joel,You're My Home,The Essential Billy Joel,notExplicit,1973,193844,B12379,PikPok,You're Awesome,Kung Fu Clicker (Original Soundtrack),notExplicit,2019,28000
A9661,B12470,False,A9661,Greta Van Fleet,You're the One,Anthem of the Peaceful Army,notExplicit,2018,266936,B12470,Sadao Watanabe,We Are the One,Morning Island,notExplicit,1979,361000
A1738,B12519,False,A1738,Bobby Darin,Beyond the Sea,The Ultimate Bobby Darin,notExplicit,1959,172480,B12519,Original Broadway Cast of Sweeney Todd: The Demon Barber of Fleet Street,By the Sea,Sweeney Todd: The Demon Barber of Fleet Street (Original Broadway Cast Recording),notExplicit,2005,213000
A702,B12879,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B12879,Swoe Whoa,I Know,Black Tar Boulevard,Explicit,2019,149000
A702,B12934,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B12934,Ykee Benda,I Know,Kireka Boy,notExplicit,2017,187000
A6740,B13004,False,A6740,Pink Floyd,On the Run,The Dark Side of the Moon,notExplicit,1973,216107,B13004,Sydney Devine,On the Rebound,The Big Country Line Dance Party,notExplicit,2018,155000
A702,B13098,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B13098,Lori Chacko,I Know,Chacko,notExplicit,1986,193000
A3834,B13200,False,A3834,Madonna,Like a Virgin,Like a Virgin,notExplicit,1984,218614,B13200,Young Buck,Like a Million,The Natural 2 & The Rehab (Deluxe Edition),Explicit,2015,213000
A702,B13234,False,A702,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",We Know,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,142044,B13234,Dami Àlvarez,I Know,I Know,notExplicit,2022,191000
